p1_rtt,p1_cwnd,p1_inf,p2_rtt,p2_cwnd,p2_inf,GoodputImproved,Goodput,selected path,reward
87.277,592.76,494387,74.147,67.16,44550,Yes,20384520,0,1
87.277,592.76,495737,74.147,67.16,44550,Yes,20385980,1,1
87.277,592.76,495737,74.147,67.16,45900,Yes,20387440,0,1
87.277,592.76,497087,74.147,67.16,45900,Yes,20388900,1,1
87.277,592.76,497087,74.147,67.16,47250,Yes,20390360,0,1
87.277,592.76,498437,74.147,67.16,47250,Yes,20391820,1,1
87.277,592.76,498437,74.147,67.16,48600,Yes,20393280,0,1
87.277,592.76,499787,74.147,67.16,48600,Yes,20394740,1,1
87.277,592.76,499787,74.147,67.16,49950,Yes,20396200,0,1
87.277,592.76,501137,74.147,67.16,49950,Yes,20397660,1,1
87.277,592.76,501137,74.147,67.16,51300,Yes,20399120,0,1
87.277,592.76,502487,74.147,67.16,51300,Yes,20400580,1,1
74.147,67.16,52650,87.277,592.76,502487,Yes,20402040,0,1
87.277,592.76,502487,74.147,67.16,54000,Yes,20403500,1,1
87.277,592.76,502487,74.147,67.16,55350,Yes,20404960,0,1
87.277,592.76,503837,74.147,67.16,55350,Yes,20406420,1,1
87.277,592.76,503837,74.147,67.16,56700,Yes,20407880,0,1
87.277,592.76,505187,74.147,67.16,56700,Yes,20409340,1,1
87.277,592.76,505187,74.147,67.16,58050,Yes,20410800,0,1
74.147,67.16,58050,87.277,592.76,506537,Yes,20412260,1,1
87.277,592.76,507887,74.147,67.16,58050,Yes,20413720,0,1
87.277,592.76,509237,74.147,67.16,58050,Yes,20415180,1,1
87.277,592.76,509237,74.147,67.16,59400,Yes,20416640,0,1
87.277,592.76,510587,74.147,67.16,59400,Yes,20418100,1,1
87.277,592.76,510587,74.147,67.16,60750,Yes,20419560,0,1
87.277,592.76,511937,74.147,67.16,60750,Yes,20421020,1,1
87.277,592.76,511937,74.147,67.16,62100,Yes,20422480,0,1
87.277,592.76,513287,74.147,67.16,62100,Yes,20423940,1,1
87.277,592.76,513287,74.147,67.16,63450,Yes,20425400,0,1
87.277,592.76,514637,74.147,67.16,63450,Yes,20426860,1,1
87.277,592.76,514637,74.147,67.16,64800,Yes,20428320,0,1
87.277,592.76,515987,74.147,67.16,64800,Yes,20429780,1,1
87.277,592.76,515987,74.147,67.16,66150,Yes,20431240,0,1
87.277,592.76,517337,74.147,67.16,66150,Yes,20432700,1,1
124.586,592.76,466386,74.187,67.16,64800,Yes,20810840,0,1
124.586,592.76,466386,74.173,67.16,62100,No,20810840,1,-1
124.583,592.76,463686,74.173,67.16,62100,No,20810840,1,-1
124.583,592.76,463686,74.162,67.16,59400,No,20810840,1,-1
124.642,592.76,460986,74.162,67.16,59400,No,20810840,1,-1
124.642,592.76,460986,74.189,67.16,56700,No,20810840,1,-1
124.642,592.76,460986,74.151,67.16,54000,No,20810840,1,-1
124.592,592.76,458286,74.151,67.16,54000,No,20810840,1,-1
124.592,592.76,458286,74.222,67.16,51300,No,20810840,1,-1
124.592,592.76,458286,74.248,67.16,48600,No,20810840,1,-1
124.592,592.76,458286,74.365,67.16,45900,No,20810840,1,-1
74.365,67.16,45900,124.604,592.76,455586,No,20810840,1,-1
124.604,592.76,455586,74.477,67.16,43200,No,20810840,1,-1
74.496,67.16,40500,124.604,592.76,455586,No,20810840,1,-1
124.593,592.76,452886,74.496,67.16,40500,No,20810840,1,-1
124.593,592.76,452886,74.501,67.16,37800,No,20810840,1,-1
124.593,592.76,452886,74.516,67.16,35100,No,20810840,1,-1
124.583,592.76,450186,74.516,67.16,35100,No,20810840,1,-1
124.583,592.76,450186,74.532,67.16,32400,No,20810840,1,-1
124.583,592.76,450186,74.601,67.16,29700,No,20810840,1,-1
124.583,592.76,450186,74.589,67.16,27000,No,20810840,1,-1
124.641,592.76,447486,74.589,67.16,27000,No,20810840,1,-1
124.641,592.76,447486,74.715,67.16,24300,No,20810840,1,-1
124.641,592.76,447486,74.586,67.16,21600,No,20810840,1,-1
124.637,592.76,444786,74.586,67.16,21600,No,20810840,1,-1
74.598,67.16,18900,124.637,592.76,444786,No,20810840,1,-1
124.637,592.76,444786,74.664,67.16,16200,No,20810840,1,-1
124.637,592.76,444786,74.664,67.16,16200,No,20810840,1,-1
126.213,592.76,442086,74.664,67.16,16200,No,20810840,1,-1
76.304,67.16,13500,126.213,592.76,442086,No,20810840,1,-1
126.213,592.76,442086,76.304,67.16,13500,No,20810840,1,-1
126.213,592.76,442086,76.099,67.16,10800,No,20810840,1,-1
126.213,592.76,442086,75.859,67.16,8100,No,20810840,1,-1
75.859,67.16,8100,125.846,592.76,439386,No,20810840,1,-1
125.846,592.76,439386,75.658,67.16,5400,No,20810840,1,-1
125.846,592.76,439386,75.459,67.16,2700,No,20810840,1,-1
125.434,592.76,436686,75.459,67.16,2700,No,20810840,1,-1
124.943,592.76,433986,75.459,67.16,2700,No,20810840,1,-1
124.604,592.76,431286,75.459,67.16,2700,No,20810840,1,-1
124.593,592.76,428586,75.459,67.16,2700,No,20810840,1,-1
124.593,592.76,428586,74.258,67.16,0,No,20810840,1,-1
124.235,592.76,425886,74.258,67.16,0,No,20810840,1,-1
124.545,592.76,423186,74.258,67.16,0,No,20810840,1,-1
124.576,592.76,420486,74.258,67.16,0,No,20810840,1,-1
124.565,592.76,417786,74.258,67.16,0,No,20810840,1,-1
124.591,592.76,415086,74.258,67.16,0,No,20810840,1,-1
74.258,67.16,0,124.57,592.76,412386,No,20810840,1,-1
124.581,592.76,409686,74.258,67.16,0,No,20810840,1,-1
124.576,592.76,406986,74.258,67.16,0,No,20810840,1,-1
124.686,592.76,404286,74.258,67.16,0,No,20810840,1,-1
124.595,592.76,401586,74.258,67.16,0,No,20810840,1,-1
124.582,592.76,398886,74.258,67.16,0,No,20810840,1,-1
124.575,592.76,396186,74.258,67.16,0,No,20810840,1,-1
124.597,592.76,393486,74.258,67.16,0,No,20810840,1,-1
124.396,592.76,391878,74.258,67.16,0,No,20810840,1,-1
124.396,592.76,391878,74.258,67.16,0,No,20810840,1,-1
124.396,592.76,391878,74.258,67.16,0,Yes,20812300,1,1
124.396,592.76,391878,74.258,67.16,0,No,20812300,0,-1
74.258,67.16,0,124.396,592.76,391878,Yes,20813760,0,1
124.396,592.76,391878,74.258,67.16,0,No,20813760,1,-1
87.96,592.76,390499,74.258,67.16,0,No,20813760,1,-1
88.299,592.76,387799,74.258,67.16,0,No,20813760,1,-1
88.591,592.76,385099,74.258,67.16,0,No,20813760,1,-1
88.853,592.76,382399,74.258,67.16,0,No,20813760,1,-1
89.162,592.76,379699,74.258,67.16,0,No,20813760,1,-1
74.258,67.16,0,89.462,592.76,376999,No,20813760,1,-1
74.258,67.16,0,89.717,592.76,374299,No,20813760,1,-1
89.69,592.76,371599,74.258,67.16,0,No,20813760,1,-1
89.992,592.76,368899,74.258,67.16,0,No,20813760,1,-1
90.29,592.76,366199,74.258,67.16,0,No,20813760,1,-1
90.617,592.76,363499,74.258,67.16,0,No,20813760,1,-1
90.723,592.76,360799,74.258,67.16,0,No,20813760,1,-1
90.723,592.76,360799,74.258,67.16,0,No,20813760,1,-1
90.723,592.76,360799,74.258,67.16,1350,Yes,20815220,1,1
90.723,592.76,360799,74.258,67.16,2700,Yes,20816680,0,1
90.723,592.76,362149,74.258,67.16,2700,Yes,20818140,1,1
90.723,592.76,362149,74.258,67.16,4050,Yes,20819600,0,1
90.723,592.76,363499,74.258,67.16,4050,Yes,20821060,1,1
90.723,592.76,363499,74.258,67.16,5400,Yes,20822520,0,1
90.723,592.76,364849,74.258,67.16,5400,Yes,20823980,1,1
90.723,592.76,364849,74.258,67.16,6750,Yes,20825440,0,1
90.723,592.76,366199,74.258,67.16,6750,Yes,20826900,1,1
90.723,592.76,366199,74.258,67.16,8100,Yes,20828360,0,1
90.723,592.76,367549,74.258,67.16,8100,Yes,20829820,1,1
90.723,592.76,367549,74.258,67.16,9450,Yes,20831280,0,1
90.723,592.76,368899,74.258,67.16,9450,Yes,20832740,1,1
90.723,592.76,368899,74.258,67.16,10800,Yes,20834200,0,1
90.723,592.76,370249,74.258,67.16,10800,Yes,20835660,1,1
90.723,592.76,370249,74.258,67.16,12150,Yes,20837120,0,1
90.723,592.76,371599,74.258,67.16,12150,Yes,20838580,1,1
90.723,592.76,371599,74.258,67.16,13500,Yes,20840040,0,1
90.723,592.76,372949,74.258,67.16,13500,Yes,20841500,1,1
90.723,592.76,372949,74.258,67.16,14850,Yes,20842960,0,1
90.723,592.76,374299,74.258,67.16,14850,Yes,20844420,1,1
74.258,67.16,16200,90.723,592.76,374299,Yes,20845880,0,1
90.723,592.76,374299,74.258,67.16,17550,Yes,20847340,1,1
90.723,592.76,374299,74.258,67.16,18900,Yes,20848800,0,1
90.723,592.76,375649,74.258,67.16,18900,Yes,20850260,1,1
90.723,592.76,375649,74.258,67.16,20250,Yes,20851720,0,1
90.723,592.76,376999,74.258,67.16,20250,Yes,20853180,1,1
90.723,592.76,376999,74.258,67.16,21600,Yes,20854640,0,1
90.723,592.76,378349,74.258,67.16,21600,Yes,20856100,1,1
90.723,592.76,378349,74.258,67.16,22950,Yes,20857560,0,1
74.258,67.16,22950,90.723,592.76,379699,Yes,20859020,1,1
90.723,592.76,381049,74.258,67.16,22950,Yes,20860480,0,1
74.258,67.16,22950,90.723,592.76,382399,Yes,20861940,1,1
90.723,592.76,383749,74.258,67.16,22950,Yes,20863400,0,1
90.723,592.76,385099,74.258,67.16,22950,Yes,20864860,1,1
90.723,592.76,385099,74.258,67.16,24300,Yes,20866320,0,1
90.723,592.76,386449,74.258,67.16,24300,Yes,20867780,1,1
90.723,592.76,386449,74.258,67.16,25650,Yes,20869240,0,1
90.723,592.76,387799,74.258,67.16,25650,Yes,20870700,1,1
74.258,67.16,27000,90.723,592.76,387799,Yes,20872160,0,1
90.723,592.76,387799,74.258,67.16,28350,Yes,20873620,1,1
90.723,592.76,387799,74.258,67.16,29700,Yes,20875080,0,1
90.723,592.76,389149,74.258,67.16,29700,Yes,20876540,1,1
90.723,592.76,389149,74.258,67.16,31050,Yes,20878000,0,1
90.723,592.76,390499,74.258,67.16,31050,Yes,20879460,1,1
90.723,592.76,390499,74.258,67.16,32400,Yes,20880920,0,1
90.723,592.76,391849,74.258,67.16,32400,Yes,20882380,1,1
90.723,592.76,391849,74.258,67.16,33750,Yes,20883840,0,1
90.723,592.76,393199,74.258,67.16,33750,Yes,20885300,1,1
90.723,592.76,393199,74.258,67.16,35100,Yes,20886760,0,1
90.723,592.76,394549,74.258,67.16,35100,Yes,20888220,1,1
90.723,592.76,394549,74.258,67.16,36450,Yes,20889680,0,1
90.723,592.76,395899,74.258,67.16,36450,Yes,20891140,1,1
90.723,592.76,395899,74.258,67.16,37800,Yes,20892600,0,1
90.723,592.76,397249,74.258,67.16,37800,Yes,20894060,1,1
90.723,592.76,397249,74.258,67.16,39150,Yes,20895520,0,1
90.723,592.76,398599,74.258,67.16,39150,Yes,20896980,1,1
90.723,592.76,398599,74.258,67.16,40500,Yes,20898440,0,1
90.723,592.76,399949,74.258,67.16,40500,Yes,20899900,1,1
90.723,592.76,399949,74.258,67.16,41850,Yes,20901360,0,1
90.723,592.76,401299,74.258,67.16,41850,Yes,20902820,1,1
90.723,592.76,401299,74.258,67.16,43200,Yes,20904280,0,1
90.723,592.76,402649,74.258,67.16,43200,Yes,20905740,1,1
74.258,67.16,44550,90.723,592.76,402649,Yes,20907200,0,1
90.723,592.76,402649,74.258,67.16,45900,Yes,20908660,1,1
90.723,592.76,402649,74.258,67.16,47250,Yes,20910120,0,1
90.723,592.76,403999,74.258,67.16,47250,Yes,20911580,1,1
90.723,592.76,403999,74.258,67.16,48600,Yes,20913040,0,1
90.723,592.76,405349,74.258,67.16,48600,Yes,20914500,1,1
90.723,592.76,405349,74.258,67.16,49950,Yes,20915960,0,1
90.723,592.76,406699,74.258,67.16,49950,Yes,20917420,1,1
90.723,592.76,406699,74.258,67.16,51300,Yes,20918880,0,1
90.723,592.76,408049,74.258,67.16,51300,Yes,20920340,1,1
90.723,592.76,408049,74.258,67.16,52650,Yes,20921800,0,1
90.723,592.76,409399,74.258,67.16,52650,Yes,20923260,1,1
90.723,592.76,409399,74.258,67.16,54000,Yes,20924720,0,1
90.723,592.76,410749,74.258,67.16,54000,Yes,20926180,1,1
90.723,592.76,410749,74.258,67.16,55350,Yes,20927640,0,1
90.723,592.76,412099,74.258,67.16,55350,Yes,20929100,1,1
90.723,592.76,412099,74.258,67.16,56700,Yes,20930560,0,1
90.723,592.76,413449,74.258,67.16,56700,Yes,20932020,1,1
90.723,592.76,413449,74.258,67.16,58050,Yes,20933480,0,1
74.258,67.16,58050,90.723,592.76,414799,Yes,20934940,1,1
90.723,592.76,416149,74.258,67.16,58050,Yes,20936400,0,1
90.723,592.76,417499,74.258,67.16,58050,Yes,20937860,1,1
90.723,592.76,417499,74.258,67.16,59400,Yes,20939320,0,1
90.723,592.76,418849,74.258,67.16,59400,Yes,20940780,1,1
90.723,592.76,418849,74.258,67.16,60750,Yes,20942240,0,1
90.723,592.76,420199,74.258,67.16,60750,Yes,20943700,1,1
74.258,67.16,62100,90.723,592.76,420199,Yes,20945160,0,1
90.723,592.76,420199,74.258,67.16,63450,Yes,20946620,1,1
74.258,67.16,64800,90.723,592.76,420199,Yes,20948080,0,1
90.723,592.76,420199,74.258,67.16,66150,Yes,20949540,1,1
124.332,592.76,494737,74.155,67.16,66150,Yes,21393380,0,1
124.332,592.76,494737,74.174,67.16,63450,No,21393380,1,-1
124.358,592.76,492037,74.174,67.16,63450,No,21393380,1,-1
124.358,592.76,492037,74.309,67.16,60750,No,21393380,1,-1
124.358,592.76,492037,74.338,67.16,58050,No,21393380,1,-1
124.398,592.76,489337,74.338,67.16,58050,No,21393380,1,-1
124.398,592.76,489337,74.148,67.16,55350,No,21393380,1,-1
124.398,592.76,489337,74.164,67.16,52650,No,21393380,1,-1
124.351,592.76,486637,74.164,67.16,52650,No,21393380,1,-1
124.351,592.76,486637,74.199,67.16,49950,No,21393380,1,-1
124.351,592.76,486637,74.221,67.16,47250,No,21393380,1,-1
124.351,592.76,486637,74.199,67.16,44550,No,21393380,1,-1
124.237,592.76,483937,74.199,67.16,44550,No,21393380,1,-1
124.237,592.76,483937,74.156,67.16,41850,No,21393380,1,-1
124.316,592.76,481237,74.156,67.16,41850,No,21393380,1,-1
124.316,592.76,481237,74.173,67.16,39150,No,21393380,1,-1
124.316,592.76,481237,74.158,67.16,36450,No,21393380,1,-1
124.304,592.76,478537,74.158,67.16,36450,No,21393380,1,-1
124.304,592.76,478537,74.152,67.16,33750,No,21393380,1,-1
124.304,592.76,478537,74.159,67.16,31050,No,21393380,1,-1
74.159,67.16,31050,124.327,592.76,475837,No,21393380,1,-1
124.327,592.76,475837,74.159,67.16,28350,No,21393380,1,-1
124.327,592.76,475837,74.154,67.16,25650,No,21393380,1,-1
124.349,592.76,473137,74.154,67.16,25650,No,21393380,1,-1
124.349,592.76,473137,74.147,67.16,22950,No,21393380,1,-1
124.349,592.76,473137,74.262,67.16,20250,No,21393380,1,-1
124.311,592.76,470437,74.262,67.16,20250,No,21393380,1,-1
74.247,67.16,17550,124.311,592.76,470437,No,21393380,1,-1
124.311,592.76,470437,74.247,67.16,17550,No,21393380,1,-1
124.311,592.76,470437,74.215,67.16,14850,No,21393380,1,-1
124.32,592.76,467737,74.215,67.16,14850,No,21393380,1,-1
124.32,592.76,467737,74.205,67.16,12150,No,21393380,1,-1
124.32,592.76,467737,74.217,67.16,9450,No,21393380,1,-1
74.217,67.16,9450,124.346,592.76,465037,No,21393380,1,-1
124.346,592.76,465037,74.15,67.16,6750,No,21393380,1,-1
124.346,592.76,465037,74.204,67.16,4050,No,21393380,1,-1
124.346,592.76,462337,74.204,67.16,4050,No,21393380,1,-1
124.346,592.76,462337,74.204,67.16,4050,No,21393380,1,-1
124.346,592.76,462337,74.287,67.16,1350,No,21393380,1,-1
124.201,592.76,460667,74.287,67.16,1350,No,21393380,1,-1
124.201,592.76,460667,74.287,67.16,1350,No,21393380,1,-1
74.287,67.16,1350,124.201,592.76,460667,Yes,21394840,1,1
80.403,592.76,459288,74.287,67.16,1350,Yes,21396300,0,1
80.403,592.76,459288,74.287,67.16,1350,No,21396300,1,-1
80.403,592.76,459288,74.287,67.16,1350,No,21396300,1,-1
74.287,67.16,1350,80.665,592.76,456588,No,21396300,1,-1
80.945,592.76,453888,74.287,67.16,1350,No,21396300,1,-1
81.178,592.76,451188,74.287,67.16,1350,No,21396300,1,-1
81.455,592.76,448488,74.287,67.16,1350,No,21396300,1,-1
81.694,592.76,445788,74.287,67.16,1350,No,21396300,1,-1
74.287,67.16,1350,81.834,592.76,443088,No,21396300,1,-1
82.141,592.76,440388,74.287,67.16,1350,No,21396300,1,-1
82.506,592.76,437688,74.287,67.16,1350,No,21396300,1,-1
74.287,67.16,1350,82.958,592.76,434988,No,21396300,1,-1
82.926,592.76,432288,74.287,67.16,1350,No,21396300,1,-1
83.107,592.76,429588,74.287,67.16,1350,No,21396300,1,-1
83.351,592.76,426888,74.287,67.16,1350,No,21396300,1,-1
83.606,592.76,424188,74.287,67.16,1350,No,21396300,1,-1
83.606,592.76,424188,74.287,67.16,1350,No,21396300,1,-1
83.606,592.76,424188,74.287,67.16,2700,Yes,21397760,1,1
83.606,592.76,424188,74.287,67.16,4050,Yes,21399220,0,1
83.606,592.76,425538,74.287,67.16,4050,Yes,21400680,1,1
74.287,67.16,5400,83.606,592.76,425538,Yes,21402140,0,1
83.606,592.76,425538,74.287,67.16,6750,Yes,21403600,1,1
83.606,592.76,425538,74.287,67.16,8100,Yes,21405060,0,1
83.606,592.76,426888,74.287,67.16,8100,Yes,21406520,1,1
83.606,592.76,426888,74.287,67.16,9450,Yes,21407980,0,1
83.606,592.76,428238,74.287,67.16,9450,Yes,21409440,1,1
83.606,592.76,428238,74.287,67.16,10800,Yes,21410900,0,1
83.606,592.76,429588,74.287,67.16,10800,Yes,21412360,1,1
83.606,592.76,429588,74.287,67.16,12150,Yes,21413820,0,1
83.606,592.76,430938,74.287,67.16,12150,Yes,21415280,1,1
83.606,592.76,430938,74.287,67.16,13500,Yes,21416740,0,1
83.606,592.76,432288,74.287,67.16,13500,Yes,21418200,1,1
74.287,67.16,14850,83.606,592.76,432288,Yes,21419660,0,1
83.606,592.76,432288,74.287,67.16,16200,Yes,21421120,1,1
83.606,592.76,432288,74.287,67.16,17550,Yes,21422580,0,1
83.606,592.76,433638,74.287,67.16,17550,Yes,21424040,1,1
74.287,67.16,18900,83.606,592.76,433638,Yes,21425500,0,1
83.606,592.76,433638,74.287,67.16,20250,Yes,21426960,1,1
74.287,67.16,21600,83.606,592.76,433638,Yes,21428420,0,1
83.606,592.76,433638,74.287,67.16,22950,Yes,21429880,1,1
83.606,592.76,433638,74.287,67.16,24300,Yes,21431340,0,1
83.606,592.76,434988,74.287,67.16,24300,Yes,21432800,1,1
74.287,67.16,25650,83.606,592.76,434988,Yes,21434260,0,1
83.606,592.76,434988,74.287,67.16,27000,Yes,21435720,1,1
83.606,592.76,434988,74.287,67.16,28350,Yes,21437180,0,1
83.606,592.76,436338,74.287,67.16,28350,Yes,21438640,1,1
83.606,592.76,436338,74.287,67.16,29700,Yes,21440100,0,1
74.287,67.16,29700,83.606,592.76,437688,Yes,21441560,1,1
83.606,592.76,439038,74.287,67.16,29700,Yes,21443020,0,1
83.606,592.76,440388,74.287,67.16,29700,Yes,21444480,1,1
83.606,592.76,440388,74.287,67.16,31050,Yes,21445940,0,1
83.606,592.76,441738,74.287,67.16,31050,Yes,21447400,1,1
83.606,592.76,441738,74.287,67.16,32400,Yes,21448860,0,1
83.606,592.76,443088,74.287,67.16,32400,Yes,21450320,1,1
83.606,592.76,443088,74.287,67.16,33750,Yes,21451780,0,1
83.606,592.76,444438,74.287,67.16,33750,Yes,21453240,1,1
83.606,592.76,444438,74.287,67.16,35100,Yes,21454700,0,1
83.606,592.76,445788,74.287,67.16,35100,Yes,21456160,1,1
83.606,592.76,445788,74.287,67.16,36450,Yes,21457620,0,1
83.606,592.76,447138,74.287,67.16,36450,Yes,21459080,1,1
83.606,592.76,447138,74.287,67.16,37800,Yes,21460540,0,1
83.606,592.76,448488,74.287,67.16,37800,Yes,21462000,1,1
83.606,592.76,448488,74.287,67.16,39150,Yes,21463460,0,1
83.606,592.76,449838,74.287,67.16,39150,Yes,21464920,1,1
83.606,592.76,449838,74.287,67.16,40500,Yes,21466380,0,1
83.606,592.76,451188,74.287,67.16,40500,Yes,21467840,1,1
83.606,592.76,451188,74.287,67.16,41850,Yes,21469300,0,1
83.606,592.76,452538,74.287,67.16,41850,Yes,21470760,1,1
83.606,592.76,452538,74.287,67.16,43200,Yes,21472220,0,1
83.606,592.76,453888,74.287,67.16,43200,Yes,21473680,1,1
83.606,592.76,453888,74.287,67.16,44550,Yes,21475140,0,1
83.606,592.76,455238,74.287,67.16,44550,Yes,21476600,1,1
83.606,592.76,455238,74.287,67.16,45900,Yes,21478060,0,1
83.606,592.76,456588,74.287,67.16,45900,Yes,21479520,1,1
83.606,592.76,456588,74.287,67.16,47250,Yes,21480980,0,1
83.606,592.76,457938,74.287,67.16,47250,Yes,21482440,1,1
83.606,592.76,457938,74.287,67.16,48600,Yes,21483900,0,1
83.606,592.76,459288,74.287,67.16,48600,Yes,21485360,1,1
83.606,592.76,459288,74.287,67.16,49950,Yes,21486820,0,1
83.606,592.76,460638,74.287,67.16,49950,Yes,21488280,1,1
83.606,592.76,460638,74.287,67.16,51300,Yes,21489740,0,1
83.606,592.76,461988,74.287,67.16,51300,Yes,21491200,1,1
83.606,592.76,461988,74.287,67.16,52650,Yes,21492660,0,1
83.606,592.76,463338,74.287,67.16,52650,Yes,21494120,1,1
83.606,592.76,463338,74.287,67.16,54000,Yes,21495580,0,1
83.606,592.76,464688,74.287,67.16,54000,Yes,21497040,1,1
83.606,592.76,464688,74.287,67.16,55350,Yes,21498500,0,1
83.606,592.76,466038,74.287,67.16,55350,Yes,21499960,1,1
74.287,67.16,56700,83.606,592.76,466038,Yes,21501420,0,1
83.606,592.76,466038,74.287,67.16,58050,Yes,21502880,1,1
83.606,592.76,466038,74.287,67.16,59400,Yes,21504340,0,1
83.606,592.76,467388,74.287,67.16,59400,Yes,21505800,1,1
83.606,592.76,467388,74.287,67.16,60750,Yes,21507260,0,1
83.606,592.76,468738,74.287,67.16,60750,Yes,21508720,1,1
83.606,592.76,468738,74.287,67.16,62100,Yes,21510180,0,1
83.606,592.76,470088,74.287,67.16,62100,Yes,21511640,1,1
83.606,592.76,470088,74.287,67.16,63450,Yes,21513100,0,1
83.606,592.76,471438,74.287,67.16,63450,Yes,21514560,1,1
83.606,592.76,471438,74.287,67.16,64800,Yes,21516020,0,1
83.606,592.76,472788,74.287,67.16,64800,Yes,21517480,1,1
83.606,592.76,472788,74.287,67.16,66150,Yes,21518940,0,1
83.606,592.76,474138,74.287,67.16,66150,Yes,21520400,1,1
124.576,592.76,552797,74.224,67.16,64800,Yes,21970080,0,1
124.621,592.76,550097,74.224,67.16,64800,No,21970080,1,-1
124.621,592.76,550097,74.293,67.16,62100,No,21970080,1,-1
124.621,592.76,550097,74.367,67.16,59400,No,21970080,1,-1
124.638,592.76,547397,74.367,67.16,59400,No,21970080,1,-1
124.638,592.76,547397,74.405,67.16,56700,No,21970080,1,-1
124.638,592.76,547397,74.388,67.16,54000,No,21970080,1,-1
74.388,67.16,54000,124.654,592.76,544697,No,21970080,1,-1
124.654,592.76,544697,74.553,67.16,51300,No,21970080,1,-1
124.654,592.76,544697,74.602,67.16,48600,No,21970080,1,-1
124.654,592.76,544697,74.719,67.16,45900,No,21970080,1,-1
124.646,592.76,541997,74.719,67.16,45900,No,21970080,1,-1
124.646,592.76,541997,74.779,67.16,43200,No,21970080,1,-1
124.646,592.76,541997,74.892,67.16,40500,No,21970080,1,-1
124.657,592.76,539297,74.892,67.16,40500,No,21970080,1,-1
124.657,592.76,539297,74.8,67.16,37800,No,21970080,1,-1
124.657,592.76,539297,74.829,67.16,35100,No,21970080,1,-1
124.641,592.76,536597,74.829,67.16,35100,No,21970080,1,-1
124.641,592.76,536597,74.837,67.16,32400,No,21970080,1,-1
124.641,592.76,536597,74.782,67.16,29700,No,21970080,1,-1
124.641,592.76,536597,74.728,67.16,27000,No,21970080,1,-1
124.624,592.76,533897,74.728,67.16,27000,No,21970080,1,-1
124.624,592.76,533897,74.709,67.16,24300,No,21970080,1,-1
124.624,592.76,533897,74.703,67.16,21600,No,21970080,1,-1
124.61,592.76,531197,74.703,67.16,21600,No,21970080,1,-1
124.61,592.76,531197,74.697,67.16,18900,No,21970080,1,-1
124.61,592.76,531197,74.697,67.16,18900,No,21970080,1,-1
124.61,592.76,531197,74.683,67.16,16200,No,21970080,1,-1
124.61,592.76,528497,74.683,67.16,16200,No,21970080,1,-1
74.667,67.16,13500,124.61,592.76,528497,No,21970080,1,-1
124.61,592.76,528497,74.753,67.16,10800,No,21970080,1,-1
124.61,592.76,528497,74.795,67.16,8100,No,21970080,1,-1
124.608,592.76,525797,74.795,67.16,8100,No,21970080,1,-1
124.608,592.76,525797,74.502,67.16,5400,No,21970080,1,-1
124.608,592.76,525797,74.492,67.16,2700,No,21970080,1,-1
124.603,592.76,523097,74.492,67.16,2700,No,21970080,1,-1
74.492,67.16,2700,124.597,592.76,520397,No,21970080,1,-1
124.597,592.76,520397,74.492,67.16,2700,No,21970080,1,-1
124.57,592.76,517697,74.492,67.16,2700,No,21970080,1,-1
124.601,592.76,514997,74.492,67.16,2700,No,21970080,1,-1
74.492,67.16,2700,124.841,592.76,512297,No,21970080,1,-1
124.618,592.76,509597,74.492,67.16,2700,No,21970080,1,-1
124.571,592.76,506897,74.492,67.16,2700,No,21970080,1,-1
124.583,592.76,504197,74.492,67.16,2700,No,21970080,1,-1
124.576,592.76,501497,74.492,67.16,2700,No,21970080,1,-1
124.614,592.76,498797,74.492,67.16,2700,No,21970080,1,-1
124.591,592.76,496097,74.492,67.16,2700,No,21970080,1,-1
124.59,592.76,493397,74.492,67.16,2700,No,21970080,1,-1
124.605,592.76,490697,74.492,67.16,2700,No,21970080,1,-1
124.611,592.76,487997,74.492,67.16,2700,No,21970080,1,-1
124.602,592.76,485297,74.492,67.16,2700,No,21970080,1,-1
124.608,592.76,482597,74.492,67.16,2700,No,21970080,1,-1
74.492,67.16,2700,124.596,592.76,479897,No,21970080,1,-1
124.623,592.76,477197,74.492,67.16,2700,No,21970080,1,-1
124.643,592.76,474497,74.492,67.16,2700,No,21970080,1,-1
74.492,67.16,2700,124.629,592.76,471797,No,21970080,1,-1
124.66,592.76,469097,74.492,67.16,2700,No,21970080,1,-1
124.66,592.76,469097,74.492,67.16,2700,No,21970080,1,-1
124.61,592.76,466397,74.492,67.16,2700,Yes,21971540,1,1
124.603,592.76,463697,74.492,67.16,2700,No,21971540,0,-1
124.62,592.76,460997,74.492,67.16,2700,No,21971540,0,-1
124.614,592.76,458297,74.492,67.16,2700,No,21971540,0,-1
124.64,592.76,455597,74.492,67.16,2700,No,21971540,0,-1
124.657,592.76,455309,74.492,67.16,2700,No,21971540,0,-1
124.657,592.76,455309,74.492,67.16,2700,No,21971540,0,-1
124.657,592.76,455309,74.492,67.16,2700,No,21971540,0,-1
91.946,592.76,452609,74.492,67.16,2700,Yes,21973000,0,1
91.946,592.76,452609,74.158,67.16,0,No,21973000,1,-1
92.259,592.76,449909,74.158,67.16,0,No,21973000,1,-1
92.259,592.76,449909,74.158,67.16,0,No,21973000,1,-1
92.548,592.76,447209,74.158,67.16,0,No,21973000,1,-1
74.158,67.16,0,92.575,592.76,444509,No,21973000,1,-1
